id,label,desc,birth_time,birth_precision,birth_placedeath_time,death_precision,death_place
Q37682,Sejong the Great,the fourth king of Joseon,+1397-05-07T00:00:00Z,11,Q8684,+1450-03-30T00:00:00Z,11,Q8684
Q37772,Johannes Nielsen,Danish actor and director (1870-1935),+1870-09-14T00:00:00Z,11,,+1935-12-20T00:00:00Z,11,
Q38203,Helen Keller,"U.S. author and political activist for women's suffrage, labor rights, socialism, and antimilitarism; the 1st deaf-blind person to earn a bachelor's degree",+1880-06-27T00:00:00Z,11,Q79606,+1968-06-01T00:00:00Z,11,Q79606
Q38257,Enya,"Irish singer, songwriter, and musician",+1961-05-17T00:00:00Z,11,Q693164,,,Q693164
Q38304,Ēriks Pētersons,Latvian footballer and hockey player,+1909-08-14T00:00:00Z,11,Q1773,+1987-01-01T00:00:00Z,9,Q1773
Q38319,Master of the Blue Jeans,anonymous Italian painter,+1700-01-01T00:00:00Z,7,Q38,,,Q38
Q38334,Steven Halko,Canadian ice hockey player,+1974-03-08T00:00:00Z,11,Q1020159,,,Q1020159
Q38351,A. O. Scott,American journalist and film critic,+1966-07-10T00:00:00Z,11,Q49186,,,Q49186
Q38484,Romano Prodi,Italian politician and economist,+1939-08-09T00:00:00Z,11,Q111289,,,Q111289
Q38573,Walter Jens,"German philologist, literature historian, critic, university professor and writer",+1923-03-08T00:00:00Z,11,Q1055,+2013-06-09T00:00:00Z,11,Q1055
Q38581,Brigitte Oertli,alpine skier,+1962-06-10T00:00:00Z,11,Q64877,,,Q64877
Q38640,Gabriel of Lovech,Bulgarian bishop,+1950-07-16T00:00:00Z,11,Q472,,,Q472
Q38680,Ľubomír Kolník,Slovak ice hockey player,+1968-01-23T00:00:00Z,11,Q26397,,,Q26397
Q38794,Rildo da Costa Menezes,Brazilian footballer,+1942-01-23T00:00:00Z,11,Q8678,,,Q8678
Q38989,Fernando Gamboa,retired Argentine footballer and coach,+1970-10-28T00:00:00Z,11,Q1016881,,,Q1016881
Q39224,Hoodie Allen,American hip hop musician,+1988-08-19T00:00:00Z,11,Q3476984,,,Q3476984
Q39259,Recep Tayyip Erdoğan,12th President of Turkey from 2014,+1954-02-26T00:00:00Z,11,Q1775820,,,Q1775820
Q39301,Wilfried Dietrich,West German wrestler,+1933-10-14T00:00:00Z,11,Q23002,+1992-06-03T00:00:00Z,11,Q23002
Q39318,Naftali Bennett,Israeli politician,+1972-03-25T00:00:00Z,11,Q41621,,,Q41621
Q39343,Tomita Yoshirō,Japanese geographer,+1895-04-08T00:00:00Z,11,Q37951,+1982-01-08T00:00:00Z,11,Q37951
Q39378,Radovan Zogović,Montenegrin poet,+1907-08-19T00:00:00Z,11,Q211195,+1986-01-05T00:00:00Z,11,Q211195
Q39593,Butch Otter,American businessman and politician,+1942-05-03T00:00:00Z,11,Q849592,,,Q849592
Q39595,Ptolemy IV Philopator,Egyptian pharaoh,-0244-01-01T00:00:00Z,9,,-0205-01-01T00:00:00Z,9,
Q39672,Matt Sorum,"Rock drummer, percussionist, most notably with Guns N' Roses",+1960-11-19T00:00:00Z,11,Q773853,,,Q773853
Q39691,Johann Ludwig Burckhardt,Swiss traveller and writer,+1784-11-24T00:00:00Z,11,Q807,+1817-10-15T00:00:00Z,11,Q807
Q39746,Jonathan Ayité,Togolese footballer,+1985-07-21T00:00:00Z,11,Q1479,,,Q1479
Q39749,Tripy Makonda,French footballer,+1990-01-24T00:00:00Z,11,Q193877,,,Q193877
Q39805,Maria Kulle,Swedish actress,+1960-04-26T00:00:00Z,11,Q2913597,,,Q2913597
Q39976,Ptolemy VII Neos Philopator,Egyptian pharaoh,-0152-01-01T00:00:00Z,9,,-0144-01-01T00:00:00Z,9,
Q39978,Nostradamus,French apothecary and reputed seer,+1503-12-14T00:00:00Z,11,Q221507,+1566-07-02T00:00:00Z,11,Q221507
Q39987,Ann Brashares,American children's writer,+1967-07-30T00:00:00Z,11,Q88,,,Q88
Q40002,Lucy Griffiths,English actress,+1986-10-10T00:00:00Z,11,Q131491,,,Q131491
Q40064,Blythe Danner,American actress,+1943-02-03T00:00:00Z,11,Q1345,,,Q1345
Q40079,Bulgarus,twelfth-century Italian jurist,+1085-00-00T00:00:00Z,9,Q1891,+1166-01-01T00:00:00Z,11,Q1891
Q40090,Chandra Wilson,American actress and director,+1969-08-27T00:00:00Z,11,Q16555,,,Q16555
Q40103,Toby Stephens,"British stage, television and film actor",+1969-04-21T00:00:00Z,11,Q84,,,Q84
Q40110,Muhammad Jamalul Alam II,Sultan of Brunei,+1889-01-01T00:00:00Z,9,Q921,+1924-09-11T00:00:00Z,11,Q921
Q40111,Ahmad Tajuddin of Brunei,Sultan of Brunei,+1913-08-22T00:00:00Z,11,Q9279,+1950-06-03T00:00:00Z,11,Q9279
Q40501,Raúl Valerio,Mexican actor,+1925-01-01T00:00:00Z,11,,+2017-01-25T00:00:00Z,11,
Q40515,Trahamunda,Spanish nun,,,Q3908,,,Q3908
Q40628,Tammy Baldwin,United States Senator from Wisconsin,+1962-02-11T00:00:00Z,11,Q43788,,,Q43788
Q40662,John the Baptist,major religious figure,-0007-00-00T00:00:00Z,9,Q1022487,+0032-00-00T00:00:00Z,9,Q1022487
Q40670,Henryk Ehrlich,Polish socialist,+1882-01-01T00:00:00Z,9,Q37333,+1942-05-15T00:00:00Z,11,Q37333
Q40722,Dilma Rousseff,36th President of Brazil,+1947-12-14T00:00:00Z,11,Q42800,,,Q42800
Q40740,Lorenzina de' Medici,Italian noblewoman,+1547-01-01T00:00:00Z,9,Q641,+1590-01-01T00:00:00Z,9,Q641
Q40852,Edward Jenner,"English physician, scientist and pioneer of vaccination",+1749-05-17T00:00:00Z,11,Q584443,+1823-01-26T00:00:00Z,11,Q584443
Q40874,Doris Lessing,"British novelist, poet, playwright, librettist, biographer and short story writer",+1919-10-22T00:00:00Z,11,Q180078,+2013-11-17T00:00:00Z,11,Q180078
Q40933,Eva Perón,Argentinian actress and politician,+1919-05-07T00:00:00Z,11,Q1020277,+1952-07-26T00:00:00Z,11,Q1020277
Q40946,Daniel Defoe,"English trader, writer and journalist",+1660-09-13T00:00:00Z,11,Q1619586,+1731-04-24T00:00:00Z,11,Q1619586
Q41148,Martin Scorsese,"American-Italian film director, screenwriter aslo producer and actor",+1942-11-17T00:00:00Z,11,Q18424,,,Q18424
Q41421,Michael Jordan,American basketball player and businessman,+1963-02-17T00:00:00Z,11,Q18419,,,Q18419
Q41438,Sergiusz Gajek,Belarusian priest,+1949-02-08T00:00:00Z,11,Q2261533,,,Q2261533
Q41486,Helen Greiner,"American computer scientist, engineer and entrepreneur",+1967-12-06T00:00:00Z,11,Q84,,,Q84
Q41508,Ludwig Mies van der Rohe,German architect,+1886-03-27T00:00:00Z,11,Q1017,+1969-08-17T00:00:00Z,11,Q1017
Q41522,Ard Schenk,Dutch Olympic speed skater,+1944-09-16T00:00:00Z,11,Q562876,,,Q562876
Q41557,Ruth Hayward,"American engineer, sculptor and philanthropist",+1934-07-29T00:00:00Z,11,Q49270,,,Q49270
Q41575,Susan J. Helms,Lieutenant General in the United States Air Force and a former NASA astronaut,+1958-02-26T00:00:00Z,11,Q16565,,,Q16565
Q41580,Axel Munthe,Swedish physician,+1857-10-31T00:00:00Z,11,Q10613018,+1949-02-11T00:00:00Z,11,Q10613018
Q41590,Mircea Eliade,"Romanian historian of religion, fiction writer and philosopher",+1907-03-09T00:00:00Z,11,Q19660,+1986-04-22T00:00:00Z,11,Q19660
Q41593,Bhagwat Sharan Agarwal,Indian writer,,,,,,
Q41606,Kathryn P. Hire,NASA astronaut and Captain in the U.S. Navy Reserve,+1959-08-26T00:00:00Z,11,Q79875,,,Q79875
Q41616,Steve Mahre,alpine skier,+1957-05-10T00:00:00Z,11,Q499203,,,Q499203
Q41651,Kristina M. Johnson,"American former government official, academic, engineer, and business executive",+1958-00-00T00:00:00Z,9,Q38022,,,Q38022
Q41652,Michael I Rangabe,byzantine emperor,+0770-00-00T00:00:00Z,9,,+0844-01-11T00:00:00Z,11,
Q41657,Romanos III Argyros,Byzantine emperor,+0968-01-01T00:00:00Z,9,Q7428276,+1034-04-11T00:00:00Z,11,Q7428276
Q41683,Thucydides,Greek historian and Athenian general,-0460-01-01T00:00:00Z,8,Q844930,-0397-12-27T00:00:00Z,8,Q844930
Q41708,Andreas Wenzel,alpine skier,+1958-03-18T00:00:00Z,11,Q49660,,,Q49660
Q41778,Åsmund Forfang,Norwegian writer,+1952-05-22T00:00:00Z,11,Q500284,,,Q500284
Q41792,Harry Haslam,field hockey player,+1883-02-07T00:00:00Z,11,,+1955-02-07T00:00:00Z,11,
Q41828,Alexander Solodukha,Belarusian pop singer,+1959-01-18T00:00:00Z,11,Q193722,,,Q193722
Q41838,Michael V Kalaphates,Byzantine emperor,+1015-01-01T00:00:00Z,9,Q622032,+1042-08-24T00:00:00Z,11,Q622032
Q41895,Kenny Miller,Scottish association football player,+1979-12-23T00:00:00Z,11,Q23436,,,Q23436
Q41920,Hew Fraser,Scottish field hockey player,+1877-07-25T00:00:00Z,11,Q4093,+1938-08-11T00:00:00Z,11,Q4093
Q41921,Rosa Parks,African-American civil rights activist,+1913-02-04T00:00:00Z,11,Q79718,+2005-10-24T00:00:00Z,11,Q79718
Q41980,Democritus,"Ancient Greek philosopher, pupil of Leucippus, founder of the atomic theory",-0460-01-01T00:00:00Z,8,Q188615,-0360-01-01T00:00:00Z,8,Q188615
Q42076,Tolga Tekinalp,Turkish basketball player,+1974-12-28T00:00:00Z,11,Q599416,,,Q599416
Q42079,Rickie Winslow,retired American professional basketball player,+1964-07-26T00:00:00Z,11,Q16555,,,Q16555
Q42156,Henri Bergson,French philosopher,+1859-10-18T00:00:00Z,11,Q90,+1941-01-04T00:00:00Z,11,Q90
Q42180,Israel Kamakawiwoʻole,Hawaiian musician,+1959-05-20T00:00:00Z,11,Q18094,+1997-06-26T00:00:00Z,11,Q18094
Q42181,Peter Berke,18th century Croatian writer,+1733-00-00T00:00:00Z,9,Q2280139,+1798-00-00T00:00:00Z,9,Q2280139
Q42255,Dejan Koturović,Serbian basketball player,+1972-03-31T00:00:00Z,11,Q3711,,,Q3711
Q42552,Wisława Szymborska,"Polish poet, Nobel Prize winner",+1923-07-02T00:00:00Z,11,Q51408,+2012-02-01T00:00:00Z,11,Q51408
Q42731,Fernando Torres,Spanish association football player,+1984-03-20T00:00:00Z,11,Q54902,,,Q54902
Q42838,Leif Erikson,"Norse explorer, discoverer of New Foundland",+0970-00-00T00:00:00Z,9,Q62389,+1020-00-00T00:00:00Z,9,Q62389
Q42930,Dustin Hoffman,American actor,+1937-08-08T00:00:00Z,11,Q65,,,Q65
Q42985,Ivan Pavlov,Russian physiologist,+1849-09-14T00:00:00Z,11,Q2746,+1936-02-27T00:00:00Z,11,Q2746
Q43264,Manoel de Oliveira,Portuguese film director,+1908-12-11T00:00:00Z,11,Q36433,+2015-04-02T00:00:00Z,11,Q36433
Q43360,Alfred de Rauch,French ice hockey player,+1887-06-13T00:00:00Z,11,Q270,+2000-01-01T00:00:00Z,7,Q270
Q43362,Léonhard Quaglia,French ice hockey player and speed skater,+1896-01-04T00:00:00Z,11,Q654153,+1961-03-05T00:00:00Z,11,Q654153
Q43392,David E. Aspnes,American physicist,+1939-05-01T00:00:00Z,11,Q43788,,,Q43788
Q43522,Antonie van Leeuwenhoek,Dutch tradesman and scientist,+1632-10-24T00:00:00Z,11,Q33432813,+1723-08-26T00:00:00Z,11,Q33432813
Q43527,Sitting Bull,Hunkpapa Lakota medicine man and holy man,+1831-01-01T00:00:00Z,9,Q1542869,+1890-12-15T00:00:00Z,11,Q1542869
Q43558,Flore,French photographer,+1963-08-23T00:00:00Z,11,Q7880,,,Q7880
Q43615,Patrick Francis Sheehan,Nigerian catholic bishop (1932-2012),+1932-05-28T00:00:00Z,11,Q1124843,+2012-11-08T00:00:00Z,11,Q1124843
Q43661,Dmitri Kukharchuk,Russian footballer,+1992-07-27T00:00:00Z,11,Q2592,,,Q2592
Q43689,Ambrose,bishop of Milan; one of the four original doctors of the Church,+0339-01-01T00:00:00Z,9,Q3138,+0397-04-04T00:00:00Z,11,Q3138
Q43715,Vlad Tepes,Prince of Wallachia,+1431-00-00T00:00:00Z,9,Q193001,+1476-12-14T00:00:00Z,11,Q193001
Q43749,Kazimierz Nycz,Catholic cardinal,+1950-02-01T00:00:00Z,11,Q3872963,,,Q3872963
Q43752,Florian Heller,German footballer,+1982-03-10T00:00:00Z,11,Q4007,,,Q4007
Q43761,Christoph Süß,German entertainer,+1967-12-17T00:00:00Z,11,Q262879,,,Q262879
Q43768,Heinz Zemanek,Austrian computer pioneer,+1920-01-01T00:00:00Z,11,Q1741,+2014-07-16T00:00:00Z,11,Q1741
Q43775,Black Hawk,Sans Arc Lakota ledger artist,+1832-01-01T00:00:00Z,9,Q1211,+1890-01-01T00:00:00Z,9,Q1211
Q43789,Helmut Eckl,German writer,+1947-11-20T00:00:00Z,11,,,,
Q43815,Josef Struber,,+1773-02-13T00:00:00Z,11,Q255361,+1845-07-19T00:00:00Z,11,Q255361
Q43825,Gert Steinbäcker,Austrian singer,+1952-11-27T00:00:00Z,11,Q13298,,,Q13298
Q43834,Clementina de Jesus,Brazilian singer,+1901-02-07T00:00:00Z,11,Q1005931,+1987-07-19T00:00:00Z,11,Q1005931
Q43840,Irina Kiseleva,,+1967-07-23T00:00:00Z,11,Q649,,,Q649
Q43841,Heinz Paula,German politician,+1951-05-24T00:00:00Z,11,Q257160,,,Q257160
Q43855,Bence Szabolcsi,historian,+1899-08-02T00:00:00Z,11,Q1781,+1973-01-21T00:00:00Z,11,Q1781
Q43858,Gusztáv Oláh,"Hungarian theatre director, teacher",+1901-08-20T00:00:00Z,11,Q1781,+1956-12-19T00:00:00Z,11,Q1781
Q43862,Stefan Marquard,German cook,+1965-01-01T00:00:00Z,9,Q4126,,,Q4126
Q43881,Bernd Helfrich,German actor,+1945-08-30T00:00:00Z,11,Q1726,,,Q1726
Q43890,Norbert Gastell,German actor and voice actor,+1929-10-14T00:00:00Z,11,Q1486,+2015-11-26T00:00:00Z,11,Q1486
Q43922,Leo XIII,256th Pope of the Catholic Church,+1810-03-02T00:00:00Z,11,Q242000,+1903-07-20T00:00:00Z,11,Q242000
Q43932,Angus Young,Scottish Australian guitarist,+1955-03-31T00:00:00Z,11,Q4093,,,Q4093
Q43943,José Touré,French footballer,+1961-04-24T00:00:00Z,11,Q40898,,,Q40898
Q43945,Jude the Apostle,one of the Twelve Apostles of Jesus; traditionally identified with Jude the brother of Jesus,+0015-00-00T00:00:00Z,8,Q83241,+0062-00-00T00:00:00Z,9,Q83241
Q43959,Tammy Lynn Sytch,American professional wrestling manager and actress,+1972-12-07T00:00:00Z,11,Q1082606,,,Q1082606
Q43961,Hedwig of Saxony,Mother of Hugh Capet,+0922-00-00T00:00:00Z,9,,+0965-05-10T00:00:00Z,11,
Q43971,Edno Roberto Cunha,Brazilian association football player,+1983-05-31T00:00:00Z,11,Q762009,,,Q762009
Q43988,Victor Hermans,Dutch association football player,+1953-03-17T00:00:00Z,11,Q1309,,,Q1309
Q44032,Egon Schiele,Austrian painter,+1890-06-12T00:00:00Z,11,Q489810,+1918-10-31T00:00:00Z,11,Q489810
Q44039,Ludwig II of Bavaria,King of Bavaria,+1845-08-25T00:00:00Z,11,Q1726,+1886-06-13T00:00:00Z,11,Q1726
Q44115,Zeynel Doğan,Kurdish film director and actor,+1979-10-10T00:00:00Z,11,Q117181,,,Q117181
Q44125,Diana Žiliūtė,Lithuanian cyclist,+1976-05-28T00:00:00Z,11,Q712011,,,Q712011
Q44131,Werner Herzog,"German film director, producer, screenwriter, actor and opera director",+1942-09-05T00:00:00Z,11,Q1726,,,Q1726
Q44175,Norayr Vardanyan,Armenian weightlifter,+1987-05-15T00:00:00Z,11,Q199500,,,Q199500
Q44222,Ulrich Schreck,fencer,+1962-03-11T00:00:00Z,11,Q61724,,,Q61724
Q44271,Riona Hazuki,Japanese actress,+1975-07-11T00:00:00Z,11,Q1490,,,Q1490
Q44274,Jörg Haider,Austrian politician,+1950-01-26T00:00:00Z,11,Q252674,+2008-10-11T00:00:00Z,11,Q252674
Q44281,Ignatius of Loyola,"Catholic Saint, founder of the Society of Jesus (the Jesuits)",+1491-10-23T00:00:00Z,11,Q56396139,+1556-07-31T00:00:00Z,11,Q56396139
Q44286,Rudolf Mössbauer,german nuclear physicist,+1929-01-31T00:00:00Z,11,Q1726,+2011-09-14T00:00:00Z,11,Q1726
Q44291,Mohd Zakry Abdul Latif,badminton player,+1983-04-02T00:00:00Z,11,Q213893,,,Q213893
Q44339,Vardan Pahlevanyan,Armenian long jumper,+1988-02-27T00:00:00Z,11,Q1953,,,Q1953
Q44340,Uli Hoeneß,German footballer and manager,+1952-01-05T00:00:00Z,11,Q3012,,,Q3012
Q44341,Guillermo Betancourt,fencer,+1963-07-19T00:00:00Z,11,,,,
Q44362,Theo Rossi,American actor,+1975-06-04T00:00:00Z,11,Q18432,,,Q18432
Q44383,Tarcisio Bertone,cardinal of the Catholic Church,+1934-12-02T00:00:00Z,11,Q10237,,,Q10237
Q44407,Ronald Golias,Brazilian actor and comedian,+1929-05-04T00:00:00Z,11,Q194338,+2005-09-27T00:00:00Z,11,Q194338
Q44412,Hans Christian Ørsted,Danish physicist and chemist,+1777-08-14T00:00:00Z,11,Q731023,+1851-03-09T00:00:00Z,11,Q731023
Q44413,Philippe Omnès,fencer,+1960-08-06T00:00:00Z,11,Q90,,,Q90
Q44428,Ray Lewis,"American football linebacker, Pro Football Hall of Famer",+1975-05-15T00:00:00Z,11,Q809580,,,Q809580
Q44433,Pape Alioune Diouf,Senegalese footballer,+1989-06-22T00:00:00Z,11,Q3718,,,Q3718
Q44446,Andreas Markusson,Norwegian writer,+1893-03-07T00:00:00Z,11,Q59101,+1952-10-31T00:00:00Z,11,Q59101
Q44449,Randy Orton,American professional wrestler,+1980-04-01T00:00:00Z,11,Q185582,,,Q185582
Q44450,Roger Aaron Brown,American actor,+1949-06-12T00:00:00Z,11,Q61,,,Q61
Q44507,Edmund Stoiber,German politician,+1941-09-28T00:00:00Z,11,Q524660,,,Q524660
Q44527,Ryan Fraser,Scottish association football player,+1994-02-24T00:00:00Z,11,Q36405,,,Q36405
Q44534,Tiziano Terzani,Italian journalist and writer,+1938-09-14T00:00:00Z,11,Q2044,+2004-07-28T00:00:00Z,11,Q2044
Q44555,Crazy Horse,Oglala Sioux chief,+1840-00-00T00:00:00Z,9,Q1211,+1877-09-05T00:00:00Z,11,Q1211
Q44575,Eduardo Galeano,Uruguayan writer,+1940-09-03T00:00:00Z,11,Q1335,+2015-04-13T00:00:00Z,11,Q1335
Q44601,Francesco Guicciardini,"Italian writer, historian and politician",+1483-03-06T00:00:00Z,11,Q2044,+1540-05-22T00:00:00Z,11,Q2044
Q44607,Arman Yeremyan,Armenian taekwondo practitioner,+1986-01-29T00:00:00Z,11,Q1953,,,Q1953
Q44616,Wyatt Earp,American gambler and frontier marshal,+1848-03-19T00:00:00Z,11,Q577638,+1929-01-13T00:00:00Z,11,Q577638
Q44624,Peter Canisius,"Dutch, Jesuit priest, Doctor of the Church, Roman Catholic saint",+1521-05-08T00:00:00Z,11,Q47887,+1597-12-21T00:00:00Z,11,Q47887
Q44635,Moïse Brou Apanga,footballer,+1982-02-04T00:00:00Z,11,Q1515,+2017-04-26T00:00:00Z,11,Q1515
Q44643,Bertrand Laquait,French footballer,+1977-04-13T00:00:00Z,11,Q93351,,,Q93351
Q44647,Otfried Preußler,German children's books author,+1923-10-20T00:00:00Z,11,Q146351,+2013-02-18T00:00:00Z,11,Q146351
Q44652,Christian Morgenstern,German author,+1871-05-06T00:00:00Z,11,Q1726,+1914-03-31T00:00:00Z,11,Q1726
Q44653,Malcolm Young,Scottish guitarist,+1953-01-06T00:00:00Z,11,Q4093,+2017-11-18T00:00:00Z,11,Q4093
Q44682,Alexandre Alphonse,French footballer,+1982-06-17T00:00:00Z,11,Q90,,,Q90
Q44683,"Chavo Guerrero, Jr.",American professional wrestler,+1969-10-20T00:00:00Z,11,Q16562,,,Q16562
Q44702,Brahim Ferradj,Algerian footballer,+1987-09-04T00:00:00Z,11,Q42716,,,Q42716
Q44738,Itzik Feffer,Soviet poet,+1900-11-23T00:00:00Z,11,Q145957,+1952-08-12T00:00:00Z,11,Q145957
Q44741,Francisco Pizarro,Spanish conquistador who conquered the Inca Empire,+1478-03-16T00:00:00Z,11,Q324489,+1541-06-26T00:00:00Z,11,Q324489
Q44771,Günther Beckstein,German politician,+1943-11-23T00:00:00Z,11,Q502865,,,Q502865
Q44842,Giovanni Battista Re,Italian cardinal,+1934-01-30T00:00:00Z,11,Q6221,,,Q6221
Q44871,Igor Stamenovski,Macedonian footballer,+1980-06-16T00:00:00Z,11,Q157738,,,Q157738
Q44881,Andreas Hamran Færø,Norwegian artist,+1979-01-01T00:00:00Z,9,Q26793,,,Q26793
Q44911,Joseph Maria Olbrich,Austrian architect,+1867-12-22T00:00:00Z,11,Q156080,+1908-08-08T00:00:00Z,11,Q156080
Q44927,Joseph Lanner,Austrian dance music composer,+1801-04-12T00:00:00Z,11,Q1764894,+1843-04-14T00:00:00Z,11,Q1764894
Q44972,Peter Altenberg,Austrian writer and poet,+1859-03-09T00:00:00Z,11,Q1741,+1919-01-08T00:00:00Z,11,Q1741
Q45001,Blind Lemon Jefferson,American blues singer and guitarist,+1893-09-24T00:00:00Z,11,Q1137897,+1929-12-19T00:00:00Z,11,Q1137897
Q45006,Franz Stuck,German painter and sculptor,+1863-02-23T00:00:00Z,11,Q506272,+1928-08-30T00:00:00Z,11,Q506272
Q45038,Iasmin Latovlevici,Romanian football player,+1986-05-11T00:00:00Z,11,Q829051,,,Q829051
Q45105,Oswald von Wolkenstein,"poet, composer, and diplomat",+1377-01-01T00:00:00Z,9,Q1013962,+1445-08-02T00:00:00Z,11,Q1013962
Q45111,John R. Neill,1877-1943; magazine and children's book illustrator,+1877-11-12T00:00:00Z,11,Q1345,+1943-09-13T00:00:00Z,11,Q1345
Q45113,Moses Schönfinkel,Russian mathematician,+1889-09-04T00:00:00Z,11,Q48256,+1942-01-01T00:00:00Z,9,Q48256
Q45133,Tané Matsukata,Japanese educator,+1918-01-01T00:00:00Z,9,,+1989-01-01T00:00:00Z,9,
Q45141,Friedrich Wilhelm Raiffeisen,German economist,+1818-03-30T00:00:00Z,11,Q656322,+1888-03-11T00:00:00Z,11,Q656322
Q45168,Brian Benben,actor,+1956-06-18T00:00:00Z,11,Q492355,,,Q492355
Q45209,Poonsawat Kratingdaenggym,professional boxer from Thailand,+1980-11-20T00:00:00Z,11,Q476481,,,Q476481
Q45221,Herbert Achternbusch,"German writer, actor and film director",+1938-11-23T00:00:00Z,11,Q1726,,,Q1726
Q45253,Shinji Sōmai,film director,+1948-01-13T00:00:00Z,11,Q200077,+2001-09-09T00:00:00Z,11,Q200077
Q45258,Alfred Kolleritsch,Austrian writer and poet,+1931-02-16T00:00:00Z,11,Q674462,,,Q674462
Q45260,Hans Kohlhase,German merchant,+1500-01-01T00:00:00Z,9,Q202498,+1540-03-22T00:00:00Z,11,Q202498
Q45278,Johann Michael Sailer,Catholic bishop,+1751-11-17T00:00:00Z,11,Q522443,+1832-05-20T00:00:00Z,11,Q522443
Q45294,Eugen Roth,German poet,+1895-01-24T00:00:00Z,11,Q1726,+1976-04-28T00:00:00Z,11,Q1726
Q45305,Barys Kit,American scientist,+1910-03-24T00:00:00Z,11,Q656,+2018-02-01T00:00:00Z,11,Q656
Q45331,Juli Sánchez,Andorran footballer,+1978-06-20T00:00:00Z,11,Q1863,,,Q1863
Q45346,Fernando de Buen y Lozano,Spanish zoologist,+1895-11-10T00:00:00Z,11,Q1492,+1962-05-06T00:00:00Z,11,Q1492
Q45371,Werner Thissen,Catholic archbishop,+1938-12-03T00:00:00Z,11,Q6842,,,Q6842
Q45383,Frank Zander,German actor-singer,+1942-02-04T00:00:00Z,11,Q64,,,Q64
Q45387,Roberto Blanco,German singer,+1937-06-07T00:00:00Z,11,Q3572,,,Q3572
Q45415,Rudolph Moshammer,German fashion designer,+1940-09-27T00:00:00Z,11,Q1726,+2005-01-14T00:00:00Z,11,Q1726
Q45420,Yolande Louise of Savoy,Duchess of Savoy,+1487-07-11T00:00:00Z,11,Q71,+1499-09-12T00:00:00Z,11,Q71
Q45439,Seth Bullock,Lawman,+1849-07-23T00:00:00Z,11,Q385335,+1919-09-23T00:00:00Z,11,Q385335
Q45456,Ainsley Howard,British actress,+1983-05-00T00:00:00Z,10,Q23077,,,Q23077
Q45465,Adeliza,"daughter of King William the Conqueror and his wife, Queen Matilda of Flanders",+1055-00-00T00:00:00Z,9,Q842091,,,Q842091
Q45467,Indira Terrero,Spanish sprinter and middle-distance runner of Cuban descent,+1985-11-29T00:00:00Z,11,Q1563,,,Q1563
Q45489,Klaus Küng,Austrian bishop,+1940-09-17T00:00:00Z,11,Q1737,,,Q1737
Q45533,Sabrina Sabrok,"Argentine-born Mexican actress, model, pornographic performer, and musician",+1976-03-04T00:00:00Z,11,Q1486,,,Q1486
Q45553,Robert J. Wilke,American actor (1914-1989),+1914-05-18T00:00:00Z,11,Q43196,+1989-03-28T00:00:00Z,11,Q43196
Q45562,Gustav Pick,Austrian musician and composer,+1832-12-10T00:00:00Z,11,Q255604,+1921-04-29T00:00:00Z,11,Q255604
Q45573,Eli Whiteside,American baseball catcher,+1979-10-22T00:00:00Z,11,Q1779875,,,Q1779875
Q45579,Marie des Anges,Italian religious,+1661-01-07T00:00:00Z,11,Q495,+1717-12-16T00:00:00Z,11,Q495
Q45580,Franz Stelzhamer,,+1802-11-29T00:00:00Z,11,,+1874-07-14T00:00:00Z,11,
Q45587,Egon Biscan,German actor and theatre director,+1940-01-01T00:00:00Z,9,,,,
Q45598,Woody Schabata,Austrian musician,+1955-01-01T00:00:00Z,9,Q1741,,,Q1741
Q45610,Acker Bilk,English recording artist; clarinetist and vocalist,+1929-01-28T00:00:00Z,11,Q3073481,+2014-11-02T00:00:00Z,11,Q3073481
Q45765,Jack London,"American author, journalist, and social activist",+1876-01-12T00:00:00Z,11,Q62,+1916-11-22T00:00:00Z,11,Q62
Q45766,Mario Gómez,German association football player,+1985-07-10T00:00:00Z,11,Q505967,,,Q505967
Q45827,Stephanie Szostak,French actress,+1975-06-12T00:00:00Z,11,Q142,,,Q142
Q45830,Silje Solberg,Norwegian handball player,+1990-06-16T00:00:00Z,11,Q57076,,,Q57076
Q45857,Willy Kurant,Belgian cinematographer,+1934-02-15T00:00:00Z,11,Q3992,,,Q3992
Q45979,Behramji Malabari,Indian poet and social reformer,+1853-05-18T00:00:00Z,11,Q11909,+1912-07-12T00:00:00Z,11,Q11909
Q46048,Andreas Stadler,Austrian weightlifter,+1898-07-31T00:00:00Z,11,Q1741,+1941-02-14T00:00:00Z,11,Q1741
Q46087,Anouk,Dutch singer-songwriter and producer,+1975-04-08T00:00:00Z,11,Q36600,,,Q36600
Q46092,Ronald Florijn,Dutch rower,+1961-04-21T00:00:00Z,11,Q43631,,,Q43631
Q46110,Herbert Chipp,British tennis player,+1850-01-04T00:00:00Z,11,Q84,+1903-08-25T00:00:00Z,11,Q84
Q46128,Tyler Jewell,American snowboarder,+1977-02-21T00:00:00Z,11,Q100,,,Q100
Q46219,Jurgis Tiškevičius Logoiskis,Grand Duchy of Lithuania nobleman,+1518-00-00T00:00:00Z,9,,+1576-01-01T00:00:00Z,9,
Q46259,Kim Il-yeop,"Korean writer, poet, journalist, Buddhist nun and activist",+1896-04-28T00:00:00Z,11,Q712209,+1971-02-01T00:00:00Z,11,Q712209
Q46419,Solomonia Pylaïeva,,+1930-02-28T00:00:00Z,11,Q2143,,,Q2143
